title,link,problem,description
Reativar ,/claro/reativar_Q9z_k2KJYbtQIVdm/,Demora na execução,
Serviço de telefonia móvel não habilitado.,/claro/servico-de-telefonia-movel-nao-habilitado_5Sno_xSclJdBDzY5/,Demora na execução,
Reativação da linha,/claro/reativacao-da-linha_IRSBx7tnI6fk-r2U/,Demora na execução,
cancelamento da conta em 16/03/2022 e continuam cobrando,/claro/cancelamento-da-conta-em-16-03-2022-e-continuam-cobrando_0Xj0oSNfI4v-USJO/,Demora na execução,
FALTA DE ATENDIMENTO ,/claro/falta-de-atendimento_Bi9Aa4hauiBQyw5S/,Demora na execução,
renovação de plano,/claro/renovacao-de-plano_LgX3aGqhl3kfGYfH/,Demora na execução,
Sem acesso a minha assinatura,/claro/sem-acesso-a-minha-assinatura_UwLNL2-elwuXkHVG/,Demora na execução,
Linha Bloqueada,/claro/linha-bloqueada_WMLz6j8A9uBcKEXF/,Demora na execução,
Meu plano da Claro Flex foi cancelado ,/claro/meu-plano-da-claro-flex-foi-cancelado_8Ou9F2lTJIEjlmRo/,Demora na execução,
Pagamento feito sem baixa,/claro/pagamento-feito-sem-baixa_7BRcjklrXgr0goh8/,Demora na execução,
Bloqueia as mensagens,/claro/bloqueia-as-mensagens_Heg02MgQrkCrEDHY/,Demora na execução,
Nova senha,/claro/nova-senha_NmGeRvLVJwqoakSA/,Demora na execução,
Dificuldade em realizar o cancelamento,/claro/dificuldade-em-realizar-o-cancelamento_A_qbCXFc05uB3CIN/,Demora na execução,
Proibida de fazer cancelamento,/claro/proibida-de-fazer-cancelamento_2VUq1HQztYUGDU55/,Demora na execução,
Não consigo enviar SMS,/claro/nao-consigo-enviar-sms_lwGiAMmFFNHlv5mE/,Demora na execução,
Número desativado,/claro/numero-desativado_oPGcZ2kaNDkx4NaU/,Demora na execução,
DESATIVAR CAIXA POSTAL,/claro/desativar-caixa-postal_tpSZNOQRJPAEOc1C/,Demora na execução,
Sem acesso ao claro video,/claro/sem-acesso-ao-claro-video_ogqoRZKC0KeuZG1w/,Demora na execução,
Problema ao acessar dados da linha telefônica.,/claro/problema-ao-acessar-dados-da-linha-telefonica_T6-MEwnQwEkL0B33/,Demora na execução,
Cancelamento da minha linha sem autorização ou notificação,/claro/cancelamento-da-minha-linha-sem-autorizacao-ou-notificacao_CoJFjxaEU0ivXTTs/,Demora na execução,
cancelamento de sms,/claro/cancelamento-de-sms_y_h42wVndijxw0YZ/,Demora na execução,
Troca de titularidade,/claro/troca-de-titularidade_pABX7x0gl7tenBv2/,Demora na execução,
Fiz a portabilidade e desde então não recebo chamadas ,/claro/fiz-a-portabilidade-e-desde-entao-nao-recebo-chamadas_A5SU3zgz7enzsmO8/,Demora na execução,
Sem rede e internet,/claro/sem-rede-e-internet_GRKG0i-ItzU3JNC9/,Demora na execução,
Paguei e não dão baixa,/claro/paguei-e-nao-dao-baixa_dUWbLJwWZpPbFo_b/,Demora na execução,
Linha sem serviço ,/claro/linha-sem-servico_BXpvLraiu1swaDGJ/,Demora na execução,
Bloqueio da linha indevidamente ,/claro/bloqueio-da-linha-indevidamente_MUcOoi4by_S0Wqjk/,Demora na execução,
ESIM DA CLARO NÃO FUNCIONA,/claro/esim-da-claro-nao-funciona_HqGZ-0DZkwtya_sC/,Demora na execução,
Comprei chip pre pago cadastrei recarreguei e cancelaram o numero,/claro/comprei-chip-pre-pago-cadastrei-recarreguei-e-cancelaram-o-numero_w0g1f2sltplbmwlY/,Demora na execução,
Claro Flex: sem internet e sem linha,/claro/claro-flex-sem-internet-e-sem-linha_Zx_0tSYGJIsOtpt5/,Demora na execução,
Compra de e-sim,/claro/compra-de-e-sim_Ve8jzFZDMeN039KK/,Demora na execução,
Reativação de linha,/claro/reativacao-de-linha_HOwNRCWBa6kYPIz1/,Demora na execução,
Claro Total Desrespeito com Consumidor,/claro/claro-total-desrespeito-com-consumidor_hKDE_gUT3RCoDg5D/,Demora na execução,
Bloqueio Indevido de SMS,/claro/bloqueio-indevido-de-sms_TCT9L5Hw-fIrooG5/,Demora na execução,
Não consigo completar o cadastro do meu chip,/claro/nao-consigo-completar-o-cadastro-do-meu-chip_nn-ltffEOLWvXp35/,Demora na execução,
Aplicativo  nao serve de nada ,/claro/aplicativo-nao-serve-de-nada_eC0_6eQjAwjBJ-BU/,Demora na execução,
Portabilidade não realizada ,/claro/portabilidade-nao-realizada_IxcccCT4sz3RxxBE/,Demora na execução,
Falta de respeito  com cliente,/claro/falta-de-respeito-com-cliente_TeT0gNSGzgxe95Zd/,Demora na execução,
AÇÃO JUDICIAL,/claro/acao-judicial_GTupS0TLlFpSwAh-/,Demora na execução,
Bloqueio do IMEI,/claro/bloqueio-do-imei_FYGOclf20cFR0N6s/,Demora na execução,
CANCELAMENTO/BLOQUEIO DO MEU CELULAR E DADOS MOVEIS,/claro/cancelamento-bloqueio-do-meu-celular-e-dados-moveis_9TTuYr7geB5levjP/,Demora na execução,
1mês com + de 30 chamadas diárias do*******,/claro/1mes-com-de-30-chamadas-diarias-do_IDCFCZWUca5v_QbK/,Demora na execução,
Meses sem SMS,/claro/meses-sem-sms_3TVou96ZpQjePe9k/,Demora na execução,
Fiz um pedido de um plano controle e não consta pedido,/claro/fiz-um-pedido-de-um-plano-controle-e-nao-consta-pedido_xQ5yrLwbF00dDKHf/,Demora na execução,
Cadastro de chip,/claro/cadastro-de-chip_z0a3HLwH74ri5-K3/,Demora na execução,
PROBLEMAS COM A CLARO RESOLVIDOS DE FORMA RÁPIDA!! ,/claro/problemas-com-a-claro-resolvidos-de-forma-rapida_ufrYJSBNzRlVigLf/,Demora na execução,
PORTANILIDADE NÃO EFETUADA ,/claro/portanilidade-nao-efetuada_V-4Lp_3KoCCWsPSp/,Demora na execução,
Não consigo bloquear o imei de um celular que foi roubado ,/claro/nao-consigo-bloquear-o-imei-de-um-celular-que-foi_-9OAQqBt4QJMagLz/,Demora na execução,
Cancelaram minha linha,/claro/cancelaram-minha-linha_zNVEun8cvlk8A9lx/,Demora na execução,
CPF errado,/claro/cpf-errado_eUUD4Lfx_1sqvnN6/,Demora na execução,
Ativar linha,/claro/ativar-linha_DsZu7rSQ4e2HXm4S/,Demora na execução,
Serviço de SMS - Não resolvem meu problema,/claro/servico-de-sms-nao-resolvem-meu-problema_6kVcnj63s7zsos0M/,Demora na execução,
Tentativa imigração de plano,/claro/tentativa-imigracao-de-plano_ihi0cN218RVhbCXj/,Demora na execução,
Restituição Linha Telefônica,/claro/restituicao-linha-telefonica_LqXnMUWkVAU45Neh/,Demora na execução,
Reativação Linha Suspensa por Roubo,/claro/reativacao-linha-suspensa-por_-eqRj0l1eMldUySp/,Demora na execução,
FALTA DE ATENDIMENTO,/claro/falta-de-atendimento_IPp6k7kKp17Bn7TH/,Demora na execução,
Claro [Editado pelo Reclame Aqui],/claro/claro_YRAjflDSyot97xbb/,Demora na execução,
SUSPENSÃO DA LINHA ,/claro/suspensao-da-linha_LwzMc23bwspkueB3/,Demora na execução,
Descaso com o Cliente,/claro/descaso-com-o-cliente_6-GZ9cp6gdrKdXiy/,Demora na execução,
Claro Flex ,/claro/claro-flex_lI2wBNj1ct5fG-LH/,Demora na execução,
Linha não é restabelecida,/claro/linha-nao-e-restabelecida_IylGSJbtFU5yMDE6/,Demora na execução,
Chip Claro,/claro/chip-claro_YhnctFzDgoa1kXN0/,Demora na execução,
Atendimento telefônico,/claro/atendimento-telefonico_sHY6_WoWxpyPyMgj/,Demora na execução,
COBRANÇA INDEVIDA E BLOQUEIO,/claro/cobranca-indevida-e-bloqueio_T8tl9qFLMeEfpnoH/,Demora na execução,
Convite do TIM Beta não funciona! SMS não chega e solicitamos ajuda.,/claro/convite-do-tim-beta-nao-funciona-sms-nao-chega-e-solicitamos-ajuda_EDv_PrpLVZylKJel/,Demora na execução,
Claro flex não presta.,/claro/claro-flex-nao-presta_H0xHZRbM32z061wr/,Demora na execução,
Recarga SOS não realizada,/claro/recarga-sos-nao-realizada_0Bv3kyx1hDDVsdCc/,Demora na execução,
"servico claro movel desativado por 10 dias en 3 linhas, sem resposta.",/claro/servico-claro-movel-desativado-por-10-dias-en-3-linhas-sem-resposta_OFLTtLl1LP-kNLlx/,Demora na execução,
Quero mudar meu número e meu ddd,/claro/quero-mudar-meu-numero-e-meu-ddd_558gVzhU1KFFqp6K/,Demora na execução,
"Há 4 meses não consigo enviar SMS, eu uso sempre, e não sei pq a claro não consegui me dizer o que está havendo ",/claro/ha-4-meses-nao-consigo-enviar-sms-eu-uso-sempre-e-nao-sei-pq-a-claro-nao_wliQ5RbOjjKVdBrj/,Demora na execução,
Não cumprimento da data de realização ,/claro/nao-cumprimento-da-data-de-realizacao_lRvvPOX15LARUvQK/,Demora na execução,
PORTABILIDADE NÃO REALIZADA ,/claro/portabilidade-nao-realizada_GE8GNxABj0Xc4FBP/,Demora na execução,
Autorizacao de bloqueio Imei ,/claro/autorizacao-de-bloqueio-imei_jNHW2vcRbnLSpJmz/,Demora na execução,
Sem serviço para fazer logação,/claro/sem-servico-para-fazer-logacao_XZDfuKZqV2efDUhP/,Demora na execução,
Problema com troca de cartão no app claro flex ,/claro/problema-com-troca-de-cartao-no-app-claro-flex_BvBUhKBC2NW3KO5N/,Demora na execução,
Linha suspensa,/claro/linha-suspensa_ocgzpulFk3kzTjMQ/,Demora na execução,
Meu número não recebe sms,/claro/meu-numero-nao-recebe-sms_ICy7fivV473rEIkm/,Demora na execução,
Meu número de celular foi cancelado sem eu ter solicitado e fatura continua sendo emitida,/claro/meu-numero-de-celular-foi-cancelado-sem-eu-ter-solicitado-e-fatura-continua_hWKExWoutObawAxe/,Demora na execução,
Linha bloqueada para SMS sem motivo ,/claro/linha-bloqueada-para-sms-sem-motivo_rPP_WM8050ygjCq-/,Demora na execução,
Cobrança indevida,/claro/cobranca-indevida_EYaDvZNTKYwzUBOZ/,Demora na execução,
PORTABIDADE COM MAIS DE 10 DIAS SEM RETORNO,/claro/portabidade-com-mais-de-10-dias-sem-retorno_PJZKVYjBn6kgUhzh/,Demora na execução,
COMPRA DE E-CHIP CLARO,/claro/compra-de-e-chip-claro_wTVyZd1U6GT5eGa2/,Demora na execução,
NÃO CONSIGO RECUPERAR A SENHA DO MINHA CLARO,/claro/nao-consigo-recuperar-a-senha-do-minha-claro_q9-7DKapk95FIGtX/,Demora na execução,
Bloqueio Indevido de SMS,/claro/bloqueio-indevido-de-sms_zUFS5MX60P4tcyhp/,Demora na execução,
Reativação do serviço ,/claro/reativacao-do-servico_4aOSCbl_i9SLGhDT/,Demora na execução,
Alteração cadastral não processada,/claro/alteracao-cadastral-nao-processada_kxONodMVYHTsOwPh/,Demora na execução,
Troca de plano,/claro/troca-de-plano_l8TH_WduHVaN3qd2/,Demora na execução,
cobranca indevida ,/claro/cobranca-indevida_Dd0XXVfncJ8Tlu5o/,Demora na execução,
Reativação de linha e Chip,/claro/reativacao-de-linha-e-chip_YxzyGj851RlSwBpN/,Demora na execução,
ATIVAÇÃO DA MINHA LINHA,/claro/ativacao-da-minha-linha_sX92Hcde_HktfdQp/,Demora na execução,
DESATIVAR CAIXA POSTAL,/claro/desativar-caixa-postal_PPhkMn-K4ut-Trwl/,Demora na execução,
Não consigo logar na minha conta da claro móvel,/claro/nao-consigo-logar-na-minha-conta-da-claro-movel_f4HiS8drj2-GBt7b/,Demora na execução,
Paguei e Ainda Não Ativaram a Minha Linha,/claro/paguei-e-ainda-nao-ativaram-a-minha-linha_GwKX5-k7ntEDlaa5/,Demora na execução,
NÃO CUMPREM COM O QUE FALAM!,/claro/nao-cumprem-com-o-que-falam_ELc-HuURu1HgDLRj/,Demora na execução,
CANCELEI PLANO CONTROLE E FIQUEI SEM SINAL,/claro/cancelei-plano-controle-e-fiquei-sem-sinal_L4mJ2nvSDogUP0O4/,Demora na execução,
Chip claro ,/claro/chip-claro_Oiy4Obx1QUgJDMnO/,Demora na execução,
Não ativação do plano claro flex contratado.,/claro/nao-ativacao-do-plano-claro-flex-contratado_q0GsTtxdgPyX0qCT/,Demora na execução,
Ligações e Mensagens abusivas,/claro/ligacoes-e-mensagens-abusivas_23a8JxTyiN41xmnR/,Demora na execução,
Empresa não reconhece pagamento,/claro/empresa-nao-reconhece-pagamento_PmkdMGbdcVKdmhAX/,Demora na execução,
BLOQUEIO DE ENVIO DE SMS,/claro/bloqueio-de-envio-de-sms_PAz2x9GXizF2N0Ne/,Demora na execução,
Reestabelecimento da minha linha que foi cancelada ,/claro/reestabelecimento-da-minha-linha-que-foi-cancelada_pbRR_tXgU83oAa5A/,Demora na execução,
Cancelamento de plano de celular não realizado,/claro/cancelamento-de-plano-de-celular-nao-realizado_5903xcD6w9-x3JgH/,Demora na execução,
ACORDO FOI PAGO MAS A LINHA CONTINUA SUSPENSA,/claro/acordo-foi-pago-mas-a-linha-continua-suspensa_YGnNKikStRM3OVCU/,Demora na execução,
COBRANÇA INDEVIDA EMPRESA CLARO,/claro/cobranca-indevida-empresa-claro_dxqAIk5hE1tXXyyW/,Demora na execução,
Serviço não funciona e o crédito é cobrado,/claro/servico-nao-funciona-e-o-credito-e-cobrado_gGr33lfHJitLzQrV/,Demora na execução,
Portabilidade não realizada ,/claro/portabilidade-nao-realizada_wcSphDpUFuzG6rWW/,Demora na execução,
Mudei para pré pago e linha não foi ativa,/claro/mudei-para-pre-pago-e-linha-nao-foi-ativa_Yo1xNYaoZG1HQU3q/,Demora na execução,
Cancelar plano de internet,/claro/cancelar-plano-de-internet_WnfYIOX70LMMAZvq/,Demora na execução,
Faturas pagas mas não liberam celular,/claro/faturas-pagas-mas-nao-liberam-celular_8qzAp1XgtJ6F2OF0/,Demora na execução,
Reclamação por demora na portabilidade,/claro/reclamacao-por-demora-na-portabilidade_OmOzU5Z2NWHSO7t6/,Demora na execução,
Reativação de linha pós pago,/claro/reativacao-de-linha-pos-pago_gNOEl6Np4Y95VLlq/,Demora na execução,
Problema com claro flex,/claro/problema-com-claro-flex_BWt-6t9QfQ7j24Ic/,Demora na execução,
Ativação do claro flex por app,/claro/ativacao-do-claro-flex-por-app_7wj5n2XTMw6IxK2V/,Demora na execução,
Fraude e descaso,/claro/e-descaso_j4Ek8KDNkUD5EcDk/,Demora na execução,
Não Consigo Cancelar o Plano Movel,/claro/nao-consigo-cancelar-o-plano-movel_NkwWbSNbszkkrzuO/,Demora na execução,
Claro flex,/claro/claro-flex_9czUnJVKd401T5a-/,Demora na execução,
Bloqueio do IMEI,/claro/bloqueio-do-imei_YgS6hlYIQ1mhDHGp/,Demora na execução,
Liberação da linha após o pagamento ,/claro/liberacao-da-linha-apos-o-pagamento_X13yg7ZaHG6dq43h/,Demora na execução,
Paguei e nada,/claro/paguei-e-nada_ErKg9FNbKpH1jkYc/,Demora na execução,
Falta de soluções para simples problemas!,/claro/falta-de-solucoes-para-simples-problemas_GuauEPRsuRI6FrAl/,Demora na execução,
Linha bloqueada ,/claro/linha-bloqueada_YFHZEcPVmrggdrKN/,Demora na execução,
Portabilidade ,/claro/portabilidade_Wia4nKjz1klEZyht/,Demora na execução,
Fiz o pagamento do plano porém não liberaram minha linha,/claro/fiz-o-pagamento-do-plano-porem-nao-liberaram-minha-linha_J-AiJAHva4HuHkZ5/,Demora na execução,
"Falta de veracidade, comprometimento e cumprimento nos prazos",/claro/falta-de-veracidade-comprometimento-e-cumprimento-nos-prazos_Q6MFzJVy1us-v6Ug/,Demora na execução,
Transferência de titularidade incompleta,/claro/transferencia-de-titularidade-incompleta_pvDy7k5zpN_cKCl0/,Demora na execução,
SEM SINAL A MAIS DE 62 HORAS,/claro/sem-sinal-a-mais-de-62-horas_SVjKOC1RQEab6Rom/,Demora na execução,
Não envia SMS do meu celular ,/claro/nao-envia-sms-do-meu-celular_fbq4w33tqPfu-3NN/,Demora na execução,
Claro Flex desconta no cartão e não libera os serviços ,/claro/claro-flex-desconta-no-cartao-e-nao-libera-os-servicos_2_uwJ8HIpm5vq_kD/,Demora na execução,
Bloqueio de sms,/claro/bloqueio-de-sms_f5zMxB2bUwWSR7sr/,Demora na execução,
Criação de nova linha e surgimento de problemas,/claro/criacao-de-nova-linha-e-surgimento-de-problemas_jjkIcouV2xUglLwx/,Demora na execução,
Claro Flex,/claro/claro-flex_rYSgvwjrISFIXKie/,Demora na execução,
Serviço indisponível,/claro/servico-indisponivel_HBhoLfIcvAmD0PZl/,Demora na execução,
Desrespeito com consumidor ,/claro/desrespeito-com-consumidor_I4HB3g0npHSloTuO/,Demora na execução,
Carta de anuência ,/claro/carta-de-anuencia_icDYZCUaeLnsCBDy/,Demora na execução,
"Cancelamento de linha feito em  NOVEMBRO 2021, continuo recebendo cobranças",/claro/cancelamento-de-linha-feito-em-novembro-2021-continuo-recebendo-cobrancas_v0A_ScwabmkI7PE1/,Demora na execução,
"Solicitação de cancelamento e migração na atendida, cobrança indevida.",/claro/solicitacao-de-cancelamento-e-migracao-na-atendida-cobranca-indevida_oz7PJBfpRwG_Ov7M/,Demora na execução,
Sinal suspenso mesmo com débitos quitados ,/claro/sinal-suspenso-mesmo-com-debitos-quitados_foNT134Pw5zzQt1A/,Demora na execução,
Fatura foi paga mas no site nao consta,/claro/fatura-foi-paga-mas-no-site-nao-consta_V1LLXfJHnBd1x_UW/,Demora na execução,
Não dá baixa boleto pago no serasa,/claro/nao-da-baixa-boleto-pago-no-serasa_mxfc7Y4r2sRV2vvZ/,Demora na execução,
"Total falta de respeito , e sem compromisso ",/claro/total-falta-de-respeito-e-sem-compromisso_mNxm8m4lKS5ETqlQ/,Demora na execução,
Sistema inoperante por dias,/claro/sistema-inoperante-por-dias_vso1x8VRyB0Rdujy/,Demora na execução,
Cancelamento Efetuado e Cobranças Diárias,/claro/cancelamento-efetuado-e-cobrancas-diarias_d9xjp8Oq4pZNoHCE/,Demora na execução,
Reativação linha celular ,/claro/reativacao-linha-celular_5UjP5lNYHC-8lB8u/,Demora na execução,
Paguei fatura não ativaram minha linha,/claro/paguei-fatura-nao-ativaram-minha-linha_gvwcVNDFwpP1e6uY/,Demora na execução,
Cancela portabilidade,/claro/cancela-portabilidade_CkHtM_eHhdckgOBo/,Demora na execução,
Renovação ,/claro/renovacao_H1RyzOPTGd0EOm8e/,Demora na execução,
Fatura ,/claro/fatura_vyZUCMdXZMkFP_1s/,Demora na execução,
Palhaçada já ,/claro/palhacada-ja_AIeTKGJMOT4gOHL_/,Demora na execução,
Demora no cancelamento de linha,/claro/demora-no-cancelamento-de-linha_qY2_6x9qcxp24DT-/,Demora na execução,
Descaso de atendentes da Claro Flex referente ao aplicativo,/claro/descaso-de-atendentes-da-claro-flex-referente-ao-aplicativo_xGQ8PZMnIM52j7OO/,Demora na execução,
Continuam cobrando após cancelamento ,/claro/continuam-cobrando-apos-cancelamento_JlLAdcaf9xnHG_v9/,Demora na execução,
área técnica nao resolve uma simples configuração,/claro/area-tecnica-nao-resolve-uma-simples-configuracao_i_ACiuhzMhQPX-ex/,Demora na execução,
Não consigo cadastrar chip ,/claro/nao-consigo-cadastrar-chip_E83VRqzo3WY3BbK_/,Demora na execução,
Problema renovação Claro flex ,/claro/problema-renovacao-claro-flex_7kJqcEmNpPE8J-hb/,Demora na execução,
LINHA BLOQUEADA,/claro/linha-bloqueada_zW2HyDN5o8PxGpA7/,Demora na execução,
Fatura mais cara e resolução não realizada,/claro/fatura-mais-cara-e-resolucao-nao-realizada_T-UQp3ew0We0I-1d/,Demora na execução,
Problemas não resolvidos com o acesso à Minha Claro,/claro/problemas-nao-resolvidos-com-o-acesso-a-minha-claro_xqiP2TLgutnNZ03y/,Demora na execução,
Erro pra renovar o pacote,/claro/erro-pra-renovar-o-pacote_DF3aHHCvrIh2vAAS/,Demora na execução,
PORTABILIDADE DE CLARO PRA TIM,/claro/portabilidade-de-claro-pra-tim_r5nMABHzxQ0jwD1P/,Demora na execução,
Cancelamento de plano,/claro/cancelamento-de-plano_fJ3k8zvvEQCAtpwL/,Demora na execução,
Mais de 01 semana sem enviar sms,/claro/mais-de-01-semana-sem-enviar-sms_pWFlfDbGbV_GI0V6/,Demora na execução,
Prazo para restituir linha,/claro/prazo-para-restituir-linha__wej7TAGfCbcspA1/,Demora na execução,
Doi feito  o pagamento  e cortaram  meu telefone,/claro/doi-feito-o-pagamento-e-cortaram-meu-telefone_26tp1Op9Y4an147_/,Demora na execução,
Linha bloqueada após pagamento da fatura,/claro/linha-bloqueada-apos-pagamento-da-fatura_tjwT_bgTUexHaFDj/,Demora na execução,
Baixa de quitação,/claro/baixa-de-quitacao_RcsYvTlhBuYzqHp-/,Demora na execução,
CANCELARAM MINHA LINHA E NÃO RESOLVEM MEU PROBLEMA,/claro/cancelaram-minha-linha-e-nao-resolvem-meu-problema_T8tcic3T31y_Z-WQ/,Demora na execução,
Plano Claro Flex suspenso,/claro/plano-claro-flex-suspenso_1HZ_QHVGJ5czANMn/,Demora na execução,
Cobrança depois de 6 anos,/claro/cobranca-depois-de-6-anos_oh5MzqbPuXLHVxPx/,Demora na execução,
Péssimo pos venda,/claro/pessimo-pos-venda_gCbAXA0_pgm_SZ6g/,Demora na execução,
Não consigo resolver meu Problema.,/claro/nao-consigo-resolver-meu-problema_TRqI8jO4zsTrAUp5/,Demora na execução,
Bônus que não cai,/claro/bonus-que-nao-cai_QGBQu5UwBpl4n7p4/,Demora na execução,
Cadastro sem sucesso,/claro/cadastro-sem-sucesso_gygQC56SiAkhFnYY/,Demora na execução,
"Chip da claro, pedido de uma nova linha que não foi entregue",/claro/chip-da-claro-pedido-de-uma-nova-linha-que-nao-foi-entregue_m8I1AmTmHXeEJwhl/,Demora na execução,
Nâo consigo trocar meu número,/claro/nao-consigo-trocar-meu-numero_aSTo3JMoGUvdl9X-/,Demora na execução,
Cancelamento do Claro Flex com pagamento em dia,/claro/cancelamento-do-claro-flex-com-pagamento-em-dia_LnOFIAiqq-h9wZnE/,Demora na execução,
Suspenderam meu numero ,/claro/suspenderam-meu-numero_VY8oBiRROEaltQ3h/,Demora na execução,
LINHA NAO ENVIA SMS - RECEBE MUITAS LIGAÇÕES SPAM DA PROPRIA CLARO,/claro/linha-nao-envia-sms-recebe-muitas-ligacoes-spam-da-propria-claro_-8AzoGyzouRWfU8d/,Demora na execução,
Linha pré paga não ativa após envio de documentos ,/claro/linha-pre-paga-nao-ativa-apos-envio-de-documentos_9MORdjBnt0Bk7aQG/,Demora na execução,
falta de liberação ,/claro/falta-de-liberacao_vJLXV2PlcOwe1Ui3/,Demora na execução,
Paguei minha fatura ainda não ativo meu número,/claro/paguei-minha-fatura-ainda-nao-ativo-meu-numero_N7i_-oIE7rD_7vuJ/,Demora na execução,
Coloquei crédito na claro e não caiu!,/claro/coloquei-credito-na-claro-e-nao-caiu_020wp87TejJojcyz/,Demora na execução,
Cobrança indevida,/claro/cobranca-indevida_hcTARHiBQs8jDVRp/,Demora na execução,
DESCASO COM CLIENTE,/claro/descaso-com-cliente_OckI4hrF6YHdvhgD/,Demora na execução,
Dificuldade em cadastrar no claro flex,/claro/dificuldade-em-cadastrar-no-claro-flex_XNTbQI4CpUNqTeFW/,Demora na execução,
Estou tentando mudar de número e não consigo ,/claro/estou-tentando-mudar-de-numero-e-nao-consigo_VF7HGPJfP1jsPUkk/,Demora na execução,
Propaganda enganosa,/claro/propaganda-enganosa_4nmi3zL_0i0yt3vn/,Demora na execução,
Ativação do Chip Pré,/claro/ativacao-do-chip-pre_GPC73o1AF1gGkoQI/,Demora na execução,
Fiz o plano e o chip não foi entregue ,/claro/fiz-o-plano-e-o-chip-nao-foi-entregue_EmkT_6_iBCXH3mnX/,Demora na execução,
Claro flex não renova,/claro/claro-flex-nao-renova_ZT9cTCobsnPIZCnt/,Demora na execução,
Cadastro de novas linhas,/claro/cadastro-de-novas-linhas_5xQdEBLL9F0yvm7J/,Demora na execução,
Ativação de linha móvel ,/claro/ativacao-de-linha-movel_H3-RonyTNKaQKmhp/,Demora na execução,
Saldo de recarga não liberado,/claro/saldo-de-recarga-nao-liberado_dl6peojooUiy9rcI/,Demora na execução,
Desrespeito com cliente ,/claro/desrespeito-com-cliente_OzOyBA4jH6VBxAYv/,Demora na execução,
Oi boa tarde  estou  tentando  fazer o  cancelamento de uma  linha  da Claro  e não consigo  eles ficam   mandando liga para outros lugares e não  canselar a  linha  deixa na linha esquerda por muito tempo  ,/claro/oi-boa-tarde-estou-tentando-fazer-o-cancelamento-de-uma-linha-da-clar_APDF4_6FKQgAVrwK/,Demora na execução,
Comprei um Plano e não consigo utilizar,/claro/comprei-um-plano-e-nao-consigo-utilizar_jeXeCPuf6KoEMTBL/,Demora na execução,
RETOMAR O SINAL,/claro/retomar-o-sinal_3Exjk0URnwGXZHge/,Demora na execução,
Grande burocracia e falta de organização para se cadastrar,/claro/grande-burocracia-e-falta-de-organizacao-para-se-cadastrar_By-kHWLwtqIzztJl/,Demora na execução,
Numero migrado para [Editado pelo Reclame Aqui] do pix,/claro/numero-migrado-para-do-pix_51jXLOTLHn-McmI1/,Demora na execução,
Fatura física ,/claro/fatura-fisica_0DTzF-q4GyZwwBoc/,Demora na execução,
Bloqueio de SMS e não arrumaram,/claro/bloqueio-de-sms-e-nao-arrumaram_wz_Tgg0WdzT0l0dx/,Demora na execução,
Restabelecimento de serviços.,/claro/restabelecimento-de-servicos_igr2ZZh1AFZNw4ki/,Demora na execução,
Reabilitação de linha de celular.,/claro/reabilitacao-de-linha-de-celular_fS6c1ctpMgkTiwS3/,Demora na execução,
"Quero pagar, resolver e não consigo...",/claro/quero-pagar-resolver-e-nao-consigo_F0JdZjPjtsjwV0-L/,Demora na execução,
"Efetuei o pagamento e meu plano não está ativo, foi pago e eles falam que não foi.",/claro/efetuei-o-pagamento-e-meu-plano-nao-esta-ativo-foi-pago-e-eles-falam-que-n_qWwLW8v7Pj6_y1nj/,Demora na execução,
Internet é cobrada mas não cai,/claro/internet-e-cobrada-mas-nao-cai_D-iwuklCXhR2CC6I/,Demora na execução,
Baixa de pagamento,/claro/baixa-de-pagamento_f2vjIRfCsKw4IwmH/,Demora na execução,
Desbloqueio de linha,/claro/desbloqueio-de-linha_WrihQunBkyCdzBIy/,Demora na execução,
Creditou meus créditos e não liberou acesso,/claro/creditou-meus-creditos-e-nao-liberou-acesso_9F-6vb1gO5plx-Z4/,Demora na execução,
Minha recarga não entra desde 29/12/21,/claro/minha-recarga-nao-entra-desde-29-12-21_INi3ZMbgvyR0ouBs/,Demora na execução,
Sem sinal de telefone desde quando fiz o pagamento do mesmo,/claro/sem-sinal-de-telefone-desde-quando-fiz-o-pagamento-do-mesmo_guFn_0FrUGTG2sBf/,Demora na execução,
DESCASO NO ATENDIMENTO ,/claro/descaso-no-atendimento_5ndxKP0w7ijbJQxL/,Demora na execução,
Não conseguem resolver perda/roubo.,/claro/nao-conseguem-resolver-perda_1V7dRseN-qBB5QmV/,Demora na execução,
Pagamento de Fatura,/claro/pagamento-de-fatura_vYqsRI5wZAnSb-nm/,Demora na execução,
Demora na portabilidade,/claro/demora-na-portabilidade_woP0ahcx9HkQ7dfl/,Demora na execução,
Problema na alteração do Plano,/claro/problema-na-alteracao-do-plano_dF_5x_joMgV59h_M/,Demora na execução,
CELULAR DESATIVADO,/claro/celular-desativado_heyvcKxGmklbwMI9/,Demora na execução,
Cancelamento ,/claro/cancelamento_5xwDHnADpJ75Qzdk/,Demora na execução,
CONTAS PENDENTES,/claro/contas-pendentes_8ssCNYQW--X7j3MQ/,Demora na execução,
Não renova meu plano....,/claro/nao-renova-meu-plano_fS6U6AZ3NBleQmS5/,Demora na execução,
"Recarreguei  40,00 na operadora claro e eles não  liberam meus crédito mesmo eu enviando foto do comprovante ",/claro/recarreguei-40-00-na-operadora-claro-e-eles-nao-liberam-meus-credito-mesm_mJRpGtLH3uUj8eA1/,Demora na execução,
